Year,Month,Day,Hour,Minuete,Second,Humidity,Temperature,voc,pm2_5_alt
2024,7,19,9,30,0,25,96.5,463.182,5.5
2024,7,19,9,40,0,24.9,97.3,439.82,5.4
2024,7,19,9,50,0,24.7,98.3,430.83,5.4
2024,7,19,10,0,0,24,99.3,399.754,5.1
2024,7,19,10,10,0,23.2,100.7,383.4,5
2024,7,19,10,20,0,21.5,101.8,355.412,4.7
2024,7,19,10,30,0,19.8,102.7,326.154,4.6
2024,7,19,10,40,0,20.1,103.5,305.822,4.5
2024,7,19,10,50,0,20,104.1,277.698,4.7
2024,7,19,11,0,0,19.9,104.5,261.882,4.6
2024,7,19,11,10,0,18.8,105.3,237.968,4.2
2024,7,19,11,20,0,17.6,106.3,233.91,3.7
2024,7,19,11,30,0,16.8,107.5,238.524,3.4
2024,7,19,11,40,0,16.6,108.5,227.522,3.3
2024,7,19,11,50,0,15.9,109.3,225.966,3.2
2024,7,19,12,0,0,15.5,109.9,226.004,3.4
2024,7,19,12,10,0,14.9,110.7,220.452,3.5
2024,7,19,12,20,0,14.8,111.3,191.606,3.4
2024,7,19,12,30,0,14.7,111.5,182.92,2.9
2024,7,19,12,40,0,14.9,112.3,180.818,2.9
2024,7,19,12,50,0,14.6,112.6,174.816,2.9
2024,7,19,13,0,0,13.3,112.5,167.824,2.6
2024,7,19,13,10,0,13,113.2,180.734,2.6
2024,7,19,13,20,0,12.7,113.5,185.912,2.5
2024,7,19,13,30,0,13.2,114.1,202.476,2.8
2024,7,19,13,40,0,13.9,113.3,153.014,3.1
2024,7,19,13,50,0,12.5,113.7,135.57,2.7
2024,7,19,14,0,0,12.8,113.7,131.268,2.8
2024,7,19,14,10,0,13.2,114.6,125.956,2.9
2024,7,19,14,20,0,12.7,115.5,144.814,2.8
2024,7,19,14,30,0,12.2,115.9,147.456,3
2024,7,19,14,40,0,11.3,116.3,155.57,2.9
2024,7,19,14,50,0,11.5,116.5,158.974,2.8
2024,7,19,15,0,0,11.9,117.4,168.568,3
2024,7,19,15,10,0,12,117.5,164.21,3
2024,7,19,15,20,0,12,117.5,133.506,3.1
2024,7,19,15,30,0,12.1,117.5,110.702,3.1
2024,7,19,15,40,0,12.1,117.6,93.992,3.1
2024,7,19,15,50,0,11.9,117.5,84.172,3.3
2024,7,19,16,0,0,12,117.5,89.022,3.2
2024,7,19,16,10,0,11.8,117.5,87.386,3.3
2024,7,19,16,20,0,11.3,117.5,79.5,3.5
2024,7,19,16,30,0,11,117.5,79.092,3.4
2024,7,19,16,40,0,11.9,117.5,94.5,3.6
2024,7,19,16,50,0,12.8,116.9,90.092,3.5
2024,7,19,17,0,0,13,116.8,72.908,3.8
2024,7,19,17,10,0,13,116.5,56.918,3.6
2024,7,19,17,20,0,13.6,116.5,51.18,3.5
2024,7,19,17,30,0,14.1,115.7,50.122,3.6
2024,7,19,17,40,0,14.7,115.1,50,3.8
2024,7,19,17,50,0,15,114.6,50.85,3.7
2024,7,19,18,0,0,15.6,114.3,54.778,4
2024,7,19,18,10,0,16.4,113.5,51.442,4.2
2024,7,19,18,20,0,17.2,113.1,50.226,4.2
2024,7,19,18,30,0,18.2,112.5,52.318,4.3
2024,7,19,18,40,0,19.3,111.7,52.412,4.4
2024,7,19,18,50,0,19.3,111.1,84.776,4.8
2024,7,19,19,0,0,19,110.3,110.906,5.2
2024,7,19,19,10,0,19,109.5,143.562,5.5
2024,7,19,19,20,0,19.4,108.7,183.35,5.8
2024,7,19,19,30,0,20,107.9,220.444,6.1
2024,7,19,19,40,0,20.9,106.9,271.28,6.2
2024,7,19,19,50,0,21.7,106.1,319.542,6.2
2024,7,19,20,0,0,23.1,104.8,361.298,6.5
2024,7,19,20,10,0,24.6,104,394.052,6.5
2024,7,19,20,20,0,25.4,103.2,470.49,6.6
2024,7,19,20,30,0,26,102.5,518.64,6.7
2024,7,19,20,40,0,26.5,102.1,495.368,7.3
2024,7,19,20,50,0,27,101.5,468.026,7.8
2024,7,19,21,0,0,27.4,100.9,497.13,8.4
2024,7,19,21,10,0,28.2,100.3,533.324,8.5
2024,7,19,21,20,0,29,99.5,569.666,9
2024,7,19,21,30,0,28.3,99.5,572.582,9.7
2024,7,19,21,40,0,28.1,98.9,601.21,10
2024,7,19,21,50,0,28,99.2,567.442,10.8
2024,7,19,22,0,0,28,98.6,547.492,11.3
2024,7,19,22,10,0,28,98.5,558.948,12
2024,7,19,22,20,0,29,97.6,583.53,12.4
2024,7,19,22,30,0,29,97.5,602.742,12.7
2024,7,19,22,40,0,29.2,97.5,640.874,12.8
2024,7,19,22,50,0,29.2,97.4,639.996,13.5
2024,7,19,23,0,0,30,96.5,643.39,13.8
2024,7,19,23,10,0,30.5,96.5,642.942,13.6
2024,7,19,23,20,0,31,95.9,649.174,14.1
2024,7,19,23,30,0,31.4,95.5,665.632,15.1
2024,7,19,23,40,0,31,95.1,673.768,15.9
2024,7,19,23,50,0,31.4,94.4,662.412,16.5
2024,7,20,0,0,0,31.2,94,662.348,17.4
2024,7,20,0,10,0,31,93.5,664.754,17.7
2024,7,20,0,20,0,31,93.5,659.378,18.4
2024,7,20,0,30,0,31,93.2,661.6,18.4
2024,7,20,0,40,0,30.8,93.3,668.408,18.4
2024,7,20,0,50,0,29.4,93,655.044,17.7
2024,7,20,1,0,0,28.7,93.1,654.458,17.4
2024,7,20,1,10,0,28,93.1,640.606,16.7
2024,7,20,1,20,0,28.9,92.5,649.6,16.6
2024,7,20,1,30,0,28.1,92.5,638.946,16.5
2024,7,20,1,40,0,27.2,91.9,628.59,15.3
2024,7,20,1,50,0,26.6,91.8,624.186,14.3
2024,7,20,2,0,0,25.4,92.1,618.398,12.7
2024,7,20,2,10,0,24.7,91.7,610.706,11.8
2024,7,20,2,20,0,24.8,91.5,611.622,11.2
2024,7,20,2,30,0,24.7,91.5,614.264,11.3
2024,7,20,2,40,0,25.3,90.7,618.942,10.9
2024,7,20,2,50,0,24.6,91.1,619.324,9.8
2024,7,20,3,0,0,25.5,90.5,613.586,9.8
2024,7,20,3,10,0,26,90.2,620.448,9.8
2024,7,20,3,20,0,26.2,90.1,616.288,10.6
2024,7,20,3,30,0,26.5,89.5,610.81,10.4
2024,7,20,3,40,0,26.2,89.6,613.262,10.7
2024,7,20,3,50,0,27.4,89.5,616.644,11.5
2024,7,20,4,0,0,28.5,89.4,617.786,11.6
2024,7,20,4,10,0,27.9,89.5,616.804,11.4
2024,7,20,4,20,0,27.9,89.1,608.128,10.9
2024,7,20,4,30,0,28.9,88.5,629.99,10.1
2024,7,20,4,40,0,27.8,89.2,620.714,10.4
2024,7,20,4,50,0,28,88.5,609.096,10.2
2024,7,20,5,0,0,28.9,88.3,626.414,10.1
2024,7,20,5,10,0,30.1,87.5,643.672,10.5
2024,7,20,5,20,0,30.6,87.5,655.748,12
2024,7,20,5,30,0,31.6,87.5,655.632,13.4
2024,7,20,5,40,0,32.5,87.3,650.58,13.8
2024,7,20,5,50,0,32.5,87.1,640.794,15.7
2024,7,20,6,0,0,32.3,87,634.242,15.8
2024,7,20,6,10,0,33,86.5,639.97,15.8
2024,7,20,6,20,0,33.3,86.5,637.658,15.8
2024,7,20,6,30,0,33.1,86.6,632.094,15.9
2024,7,20,6,40,0,33.3,86.5,630.758,15.8
2024,7,20,6,50,0,32.1,87.4,622.252,15.6
2024,7,20,7,0,0,30.7,88.5,612.044,14.8
2024,7,20,7,10,0,29.9,89.2,610.248,14.5
2024,7,20,7,20,0,28.9,90.3,596.234,14.6
2024,7,20,7,30,0,29.2,91.1,591.552,14.6
2024,7,20,7,40,0,26.7,92,566.166,13.5
2024,7,20,7,50,0,24.7,92.9,516.974,11.7
2024,7,20,8,0,0,24.5,93.9,504.384,11.4
2024,7,20,8,10,0,23.7,94.7,490.818,10.6
2024,7,20,8,20,0,21.9,95.9,471.492,9.3
2024,7,20,8,30,0,21.9,97.1,464.676,9.7
2024,7,20,8,40,0,20.9,97.8,447.848,9.9
2024,7,20,8,50,0,22.1,99,428.426,10.4
2024,7,20,9,0,0,22.7,99.8,424.464,10.9
2024,7,20,9,10,0,22.6,100.1,397.706,11
2024,7,20,9,20,0,21.6,100.6,371.89,10.2
2024,7,20,9,30,0,21.6,101.5,345.97,10.3
2024,7,20,9,40,0,20.6,102.1,327.212,10
2024,7,20,9,50,0,19.4,102.7,270.572,9.8
2024,7,20,10,0,0,18.9,102.8,229.49,10
2024,7,20,10,10,0,18.3,103.2,177.514,9.9
2024,7,20,10,20,0,18.2,103.8,139.08,10.3
2024,7,20,10,30,0,17.4,104.7,107.478,9.7
2024,7,20,10,40,0,15.4,105.2,78.032,7.7
2024,7,20,10,50,0,14.7,105.8,57.312,7.1
2024,7,20,11,0,0,15.7,106.8,50.048,7.9
2024,7,20,11,10,0,16.1,107.2,50.048,8.2
2024,7,20,11,20,0,15.9,107.9,50.008,8.3
2024,7,20,11,30,0,15.4,108.7,58.938,7.4
2024,7,20,11,40,0,13.5,109.3,83.216,5.7
2024,7,20,11,50,0,13.4,109.5,111.334,5.8
2024,7,20,12,0,0,12.4,109.7,121.556,5.8
2024,7,20,12,10,0,11.2,110.5,157.684,5
2024,7,20,12,20,0,9.5,111.1,204.952,4.3
2024,7,20,12,30,0,9.1,111.5,241.014,4
2024,7,20,12,40,0,8.7,111.5,246.7,3.9
2024,7,20,12,50,0,9.5,112.7,269.074,4
2024,7,20,13,0,0,9.3,113.8,308.632,4
2024,7,20,13,10,0,8.5,114.5,257.14,3.9
2024,7,20,13,20,0,8.8,115.1,346.776,3.8
2024,7,20,13,30,0,9.3,116.4,382.524,3.9
2024,7,20,13,40,0,8.6,117.3,405.63,4
2024,7,20,13,50,0,7.9,117.7,422.84,3.8
2024,7,20,14,0,0,8.5,118.2,406.084,4.1
2024,7,20,14,10,0,8.6,118.7,428.258,4.2
2024,7,20,14,20,0,8.1,118.7,423.248,4.3
2024,7,20,14,30,0,8.5,119.3,402.766,4.3
2024,7,20,14,40,0,9,119.5,401.626,4.4
2024,7,20,14,50,0,9,119.6,391.678,4.6
2024,7,20,15,0,0,9.4,119.7,370.598,4.8
2024,7,20,15,10,0,9.7,120.5,345.394,5.1
2024,7,20,15,20,0,10,120.5,327.014,5.1
2024,7,20,15,30,0,10,120.5,303.532,5.3
2024,7,20,15,40,0,10.1,121.1,285.312,5.5
2024,7,20,15,50,0,10,121.5,279.93,5.9
2024,7,20,16,0,0,9.3,121.5,286.392,6.1
2024,7,20,16,10,0,8.9,121.5,280.134,5.9
2024,7,20,16,20,0,8.9,121.5,294.044,6
2024,7,20,16,30,0,9.1,121.5,276.824,6.4
2024,7,20,16,40,0,9.4,121.5,267.324,6.8
2024,7,20,16,50,0,9.2,121.4,245.356,7.4
2024,7,20,17,0,0,9.5,120.3,214.378,7.7
2024,7,20,17,10,0,10.2,119.5,186.814,6.9
2024,7,20,17,20,0,10.6,119.5,201.396,7.1
2024,7,20,17,30,0,10.9,119.3,195.712,7.2
2024,7,20,17,40,0,11.1,118.6,176.314,7.2
2024,7,20,17,50,0,11.3,118.5,147.614,6.8
2024,7,20,18,0,0,11.6,118.2,141.502,7.1
2024,7,20,18,10,0,11.9,117.5,143.424,6.6
2024,7,20,18,20,0,12.5,116.5,126.852,6.6
2024,7,20,18,30,0,12.6,116.5,116.844,6.8
2024,7,20,18,40,0,13.3,115.9,100.238,6.7
2024,7,20,18,50,0,15.7,115.1,102.82,6.9
2024,7,20,19,0,0,16.1,114.5,135.364,6.9
2024,7,20,19,10,0,17,112.9,159.87,8.2
2024,7,20,19,20,0,17.6,112.1,188.974,8.7
2024,7,20,19,30,0,18.9,110.9,242.373,9.7
2024,7,20,19,40,0,19.9,109.5,279.426,7.3
2024,7,20,19,50,0,20.8,108.1,304.32,7.8
2024,7,20,20,0,0,21.1,107.5,344.212,7.3
2024,7,20,20,10,0,22.1,106.3,344.322,7.5
2024,7,20,20,20,0,22.9,105.1,343.618,7.4
2024,7,20,20,30,0,23.9,104,342.724,7.9
2024,7,20,20,40,0,24.3,103.3,340.422,7.3
2024,7,20,20,50,0,25.4,102.5,344.92,7.3
2024,7,20,21,0,0,26,101.5,347.912,7.3
2024,7,20,21,10,0,26.8,101,355.496,7.1
2024,7,20,21,20,0,27,100.1,352.86,6.7
2024,7,20,21,30,0,27,99.5,353.718,6.3
2024,7,20,21,40,0,26.1,99.1,339.486,5.5
2024,7,20,21,50,0,25.5,98.5,331.092,5.1
2024,7,20,22,0,0,25.4,98.5,335.648,4.8
2024,7,20,22,10,0,24.9,98.4,341.52,4.8
2024,7,20,22,20,0,24.6,97.5,343.996,4.7
2024,7,20,22,30,0,24.5,97.5,351,4.8
2024,7,20,22,40,0,24.5,97,370.15,4.7
2024,7,20,22,50,0,24.5,97.1,382.84,4.9
2024,7,20,23,0,0,24.6,96.5,392.134,4.7
2024,7,20,23,10,0,25,96.5,397.846,4.9
2024,7,20,23,20,0,25.3,95.6,406.04,5.2
2024,7,20,23,30,0,25.9,94.9,415.764,5.1
2024,7,20,23,40,0,26,95,428.954,4.9
2024,7,20,23,50,0,26.5,94.1,433.018,5
2024,7,21,0,0,0,26.8,94.4,437.662,5.2
2024,7,21,0,10,0,27.2,93.5,446.318,5.2
2024,7,21,0,20,0,27.6,92.9,451.242,5.8
2024,7,21,0,30,0,28,92.6,452.9,6
2024,7,21,0,40,0,28.8,92,459.214,5.9
2024,7,21,0,50,0,29.1,91.5,459.392,6.4
2024,7,21,1,0,0,29.1,91.5,468.464,6.5
2024,7,21,1,10,0,29.4,90.5,468.73,6.7
2024,7,21,1,20,0,28.8,91.2,464.348,6.9
2024,7,21,1,30,0,29,90.5,457.754,6.9
2024,7,21,1,40,0,29.4,90.1,459.46,7.2
2024,7,21,1,50,0,29.2,89.8,464.584,7.2
2024,7,21,2,0,0,29,89.5,465.382,7
2024,7,21,2,10,0,28.9,89.2,456.26,7.2
2024,7,21,2,20,0,28.7,89,454.078,6.9
2024,7,21,2,30,0,29.2,88.5,455.96,6.2
2024,7,21,2,40,0,29,88.5,459.15,6.2
2024,7,21,2,50,0,28.9,88.4,462.28,6
2024,7,21,3,0,0,29,87.7,459.084,6
2024,7,21,3,10,0,29.2,87.5,459.736,6
2024,7,21,3,20,0,28.6,88.3,472.134,6.1
2024,7,21,3,30,0,28,88.5,470.717,6.3
2024,7,21,3,40,0,28.5,88.5,467.675,6.7
2024,7,21,3,50,0,28.7,88.3,466.802,6.2
2024,7,21,4,0,0,28.7,87.8,460.72,6.1
2024,7,21,4,10,0,29,87.7,473.95,6.1
2024,7,21,4,20,0,28.6,87.6,469.3,6
2024,7,21,4,30,0,28.5,87.5,456.478,6.1
2024,7,21,4,40,0,28.9,87.5,452.072,6
2024,7,21,4,50,0,28.3,87.5,442.69,6.3
2024,7,21,5,0,0,29.4,86.7,440.65,6.4
2024,7,21,5,10,0,30,86.5,451.804,6.7
2024,7,21,5,20,0,30.4,86.5,453.666,6.8
2024,7,21,5,30,0,31.1,85.5,453.01,7
2024,7,21,5,40,0,31.4,85.5,459.538,7.2
2024,7,21,5,50,0,31.9,85.5,464.874,7
2024,7,21,6,0,0,31.8,85.5,467.816,6.7
2024,7,21,6,10,0,32.4,85.5,473.05,6.6
2024,7,21,6,20,0,33,85.4,474.456,6.9
2024,7,21,6,30,0,32.75,85.375,472.412,7.1
2024,7,21,6,40,0,32.2,85.7,469.446,7.1
2024,7,21,6,50,0,31.5,86.5,470.41,7.2
2024,7,21,7,0,0,30.9,86.5,456.958,7.2
2024,7,21,7,10,0,30,87.5,445.538,7.4
2024,7,21,7,20,0,30.1,87.8,448.228,7.7
2024,7,21,7,30,0,30.3,88.5,449.68,7.6
2024,7,21,7,40,0,30,89,442.564,7.9
2024,7,21,7,50,0,28.7,89.9,421.81,8.2
2024,7,21,8,0,0,27.7,91.1,407.572,8.1
2024,7,21,8,10,0,26.6,91.7,389.668,8.3
2024,7,21,8,20,0,25.8,92.8,372.586,8
2024,7,21,8,30,0,25.3,93.5,357.41,7.6
2024,7,21,8,40,0,24.5,94.3,340.934,7.1
2024,7,21,8,50,0,23.9,94.9,328.904,7
2024,7,21,9,0,0,23.375,96.125,327.503,6.3
2024,7,21,9,10,0,22.6,96.7,321.542,6.1
2024,7,21,9,20,0,22.3,97.7,311.696,5.9
2024,7,21,9,30,0,21.5,98.5,297.854,6.1
2024,7,21,9,40,0,21.3,99.3,295.318,6.2
2024,7,21,9,50,0,20.9,100.2,283.506,6.4
2024,7,21,10,0,0,20.2,100.9,272.496,6.7
2024,7,21,10,10,0,20,101.8,256.696,6.8
2024,7,21,10,20,0,19.4,102.6,252.484,6.8
2024,7,21,10,30,0,19.3,103.4,235.632,6.9
2024,7,21,10,40,0,18.5,104,222.24,6.8
2024,7,21,10,50,0,17.6,104.5,206.594,7.2
2024,7,21,11,0,0,17.5,105.1,190.59,7.5
2024,7,21,11,10,0,16.9,105.5,175.214,7.3
2024,7,21,11,20,0,16.6,106.5,168.506,7.3
2024,7,21,11,30,0,15.6,106.8,149.29,7.5
2024,7,21,11,40,0,15.5,107.5,144.372,7.4
2024,7,21,11,50,0,14.8,108.5,135.246,6.9
2024,7,21,12,0,0,14.5,108.4,113.916,6.1
2024,7,21,12,10,0,14.2,108.7,91.342,5.8
2024,7,21,12,20,0,13.6,109.5,90.5,5.9
2024,7,21,12,30,0,13,109.8,70.434,6
2024,7,21,12,40,0,12.9,110.3,55.522,6.2
2024,7,21,12,50,0,12.5,111.2,59.946,6.3
2024,7,21,13,0,0,12.6,111.5,63.016,6.3
2024,7,21,13,10,0,12.4,112.3,65.606,6.9
2024,7,21,13,20,0,12.1,113.1,83.408,7.3
2024,7,21,13,30,0,11.5,113.5,94.738,7.6
2024,7,21,13,40,0,11.4,113.5,87.946,7.8
2024,7,21,13,50,0,11.7,113.9,88.85,7.8
2024,7,21,14,0,0,11.7,114.5,92.172,7.8
2024,7,21,14,10,0,12.6,114.5,90.094,8.3
2024,7,21,14,20,0,12.1,115.3,86.436,8
2024,7,21,14,30,0,10.8,115.5,95.67,7.7
2024,7,21,14,40,0,10.6,115.5,90.354,7.5
2024,7,21,14,50,0,11,115.5,69.682,7.6
2024,7,21,15,0,0,10.6,116.3,64.94,7.5
2024,7,21,15,10,0,10.5,116.5,70.798,7.3
2024,7,21,15,20,0,10.4,116.5,67.164,7.1
2024,7,21,15,30,0,10.5,116.5,65.494,6.9
2024,7,21,15,40,0,10.5,116.9,71.108,6.5
2024,7,21,15,50,0,10.2,117.5,67.928,6.3
2024,7,21,16,0,0,10.5,117.3,56.896,6.4
2024,7,21,16,10,0,10.2,117.4,52.862,6.1
2024,7,21,16,20,0,10.8,117.5,63.004,6.1
2024,7,21,16,30,0,11.1,117.1,55.538,6.1
2024,7,21,16,40,0,10.9,116.9,51.156,5.6
2024,7,21,16,50,0,11.1,116.5,50.496,5.4
2024,7,21,17,0,0,11.2,116.4,57.188,5.3
2024,7,21,17,10,0,10.7,115.7,59.554,5.1
2024,7,21,17,20,0,10.8,115.1,53.8,5.2
2024,7,21,17,30,0,11.5,114.9,55.576,5.3
2024,7,21,17,40,0,12.3,114.5,51.442,5.4
2024,7,21,17,50,0,12.6,114.1,52.41,5.6
2024,7,21,18,0,0,12.1,113.5,60.308,5.9
2024,7,21,18,10,0,11.8,113.5,76.55,5.9
2024,7,21,18,20,0,13.3,112.5,110.87,5.8
2024,7,21,18,30,0,14.3,112.4,140.66,5.9
2024,7,21,18,40,0,14.8,111.4,173.144,6.2
2024,7,21,18,50,0,14.5,110.6,176.83,6.5
2024,7,21,19,0,0,14.5,109.9,179.928,6.3
2024,7,21,19,10,0,14.5,108.8,164.496,6.6
2024,7,21,19,20,0,15.4,108.1,154.19,6.6
2024,7,21,19,30,0,16.4,107.1,152.84,7.3
2024,7,21,19,40,0,17.5,106.3,167.216,7.5
2024,7,21,19,50,0,18.5,105.4,187.59,7.4
2024,7,21,20,0,0,20,103.9,190.77,7.6
2024,7,21,20,10,0,21,103.3,216.062,7.7
2024,7,21,20,20,0,22.3,102.2,230.33,8.4
2024,7,21,20,30,0,23.4,101.3,236.768,8.2
2024,7,21,20,40,0,24.1,100.5,212.434,8.4
2024,7,21,20,50,0,24.5,99.9,218.078,8.6
2024,7,21,21,0,0,25.1,99.4,231.372,8.6
2024,7,21,21,10,0,25.9,98.6,260.718,8.6
2024,7,21,21,20,0,26.2,98.5,273.474,9.1
2024,7,21,21,30,0,26.8,97.9,263.678,9
2024,7,21,21,40,0,27,97.5,243.56,9.3
2024,7,21,21,50,0,27.7,97,256.25,9.4
2024,7,21,22,0,0,27.9,96.5,246.782,9.9
2024,7,21,22,10,0,28.6,96.3,256.98,10.4
2024,7,21,22,20,0,29.1,95.7,279.528,10.8
2024,7,21,22,30,0,30,95.1,279.052,11.1
2024,7,21,22,40,0,29.4,95.5,287.658,11.4
2024,7,21,22,50,0,29,95.5,293.176,11.6
2024,7,21,23,0,0,30.25,94.5,285.673,11.8
2024,7,21,23,10,0,31.3,94.3,324.624,12.5
2024,7,21,23,20,0,32,93.5,339.64,13
2024,7,21,23,30,0,32.1,93.7,358.458,13
2024,7,21,23,40,0,33.1,92.7,364.024,13.4
2024,7,21,23,50,0,33.4,92.6,379.008,13.2
2024,7,22,0,0,0,33,92.5,383.186,12.5
2024,7,22,0,10,0,33,92.5,392.826,12.4
2024,7,22,0,20,0,33.6,91.9,410.224,12.3
2024,7,22,0,30,0,34,91.5,438.5,12.2
2024,7,22,0,40,0,33.4,91.4,455.904,12.2
2024,7,22,0,50,0,33.2,90.8,468.422,11.5
2024,7,22,1,0,0,33,90.5,474.172,10.9
2024,7,22,1,10,0,33,90.5,479.418,10.2
2024,7,22,1,20,0,33,90,478.164,10
2024,7,22,1,30,0,33,90.2,476.124,9.7
2024,7,22,1,40,0,33,89.5,484.998,9.5
2024,7,22,1,50,0,34,89.5,498.888,9.6
2024,7,22,2,0,0,34,89,502.524,9.9
2024,7,22,2,10,0,34,88.8,503,9.6
2024,7,22,2,20,0,34.2,88.5,502.64,9.2
2024,7,22,2,30,0,34.8,88.5,504.084,9.1
2024,7,22,2,40,0,35,88.5,511.712,8.7
2024,7,22,2,50,0,35,88,523.778,8.7
2024,7,22,3,0,0,34.9,88.1,524.472,9
2024,7,22,3,10,0,34.9,87.5,529.976,8.6
2024,7,22,3,20,0,35,87.5,524.63,8.4
2024,7,22,3,30,0,35,86.8,527.238,8.3
2024,7,22,3,40,0,34.5,86.5,523.448,8.1
2024,7,22,3,50,0,34,86.6,507.134,8
2024,7,22,4,0,0,34.1,86.5,507.892,7.7
2024,7,22,4,10,0,34.8,86.5,511.238,9
2024,7,22,4,20,0,36,86.3,511.316,9
2024,7,22,4,30,0,36.2,85.7,510.71,8.8
2024,7,22,4,40,0,36.2,85.6,511.61,8.8
2024,7,22,4,50,0,36.8,85.5,506.458,8.8
2024,7,22,5,0,0,36.3,85.1,495.786,8.6
2024,7,22,5,10,0,36.8,84.5,493.788,8.5
2024,7,22,5,20,0,36.9,85.1,493.848,8.8
2024,7,22,5,30,0,37,84.8,506.274,9
2024,7,22,5,40,0,37,84.5,501.884,9
2024,7,22,5,50,0,37,84.5,489.412,8.7
2024,7,22,6,0,0,37,84.3,485.284,8.5
2024,7,22,6,10,0,37,83.8,485.52,8.8
2024,7,22,6,20,0,37.1,84.1,479.95,8.6
2024,7,22,6,30,0,37,84.5,475.764,8.2
2024,7,22,6,40,0,36.9,84.7,469.536,8.6
2024,7,22,6,50,0,36.3,85.4,457.51,8.7
2024,7,22,7,0,0,36,86,441.73,8.2
2024,7,22,7,10,0,35.6,86.8,434.286,8.5
2024,7,22,7,20,0,35.1,87.4,424.858,9.1
2024,7,22,7,30,0,35.1,88.1,427.082,9.7
2024,7,22,7,40,0,34.4,89.3,428.812,10.7
2024,7,22,7,50,0,33.9,90.4,423.256,11.3
2024,7,22,8,0,0,32.9,91.4,403.36,12.7
2024,7,22,8,10,0,31.9,92.5,396.01,14.4
2024,7,22,8,20,0,31.3,93.3,380.392,14.9
2024,7,22,8,30,0,30.8,94.1,373.606,15.7
2024,7,22,8,40,0,29.6,95.3,339.648,16.6
2024,7,22,8,50,0,28.8,96.5,321.936,16.5
2024,7,22,9,0,0,28,97.3,286.256,16.6
2024,7,22,9,10,0,27.2,98.5,275.796,17
2024,7,22,9,20,0,27,98.7,226.2,17.9
2024,7,22,9,30,0,25.8,99.7,200.626,18.4
2024,7,22,9,40,0,25.1,100.5,173.85,18.3
2024,7,22,9,50,0,25,101.7,160.094,18.5
2024,7,22,10,0,0,25.4,101.5,126.736,20.6
2024,7,22,10,10,0,24.5,102.6,99.904,19.4
2024,7,22,10,20,0,23.3,103.5,77.646,18.3
2024,7,22,10,30,0,23,104.1,55.618,18.2
2024,7,22,10,40,0,22.7,105.5,56.39,18.2
2024,7,22,10,50,0,21,105.9,50.146,17.4
2024,7,22,11,0,0,20.7,106.2,50.05,16.7
2024,7,22,11,10,0,19.1,107.1,51.504,15.3
2024,7,22,11,20,0,18.7,107.5,50.256,14.9
2024,7,22,11,30,0,18.9,108.5,55.29,14.3
2024,7,22,11,40,0,18.4,109.5,51.312,13.7
2024,7,22,11,50,0,18.8,109.5,50,14.4
2024,7,22,12,0,0,18.8,110.3,50.844,15
2024,7,22,12,10,0,18.6,110.5,50.026,15.3
2024,7,22,12,20,0,17.9,111.3,64.176,14.1
2024,7,22,12,30,0,17.3,112.3,91,13.5
2024,7,22,12,40,0,16.7,112.9,88.996,12.8
2024,7,22,12,50,0,15.8,113.3,71.748,11.4
2024,7,22,13,0,0,14.6,113.9,80.998,10.4
2024,7,22,13,10,0,14,114.4,96.404,9.5
2024,7,22,13,20,0,12.6,113.9,61.072,8.5
2024,7,22,13,30,0,12.6,114.4,60.016,8.7
2024,7,22,13,40,0,13.1,115.7,107.52,9.1
2024,7,22,13,50,0,13.1,116.3,102.494,9.9
2024,7,22,14,0,0,13,117.4,102.708,10.2
2024,7,22,14,10,0,13,117,72.21,10.1
2024,7,22,14,20,0,13.2,117.7,53.692,10.4
2024,7,22,14,30,0,13.1,118.5,66.516,10.3
2024,7,22,14,40,0,13,118.5,78.476,9.9
2024,7,22,14,50,0,12.6,119.3,84.676,9.6
2024,7,22,15,0,0,12.1,119.7,100.632,9.1
2024,7,22,15,10,0,12.1,120.1,87.692,9.2
2024,7,22,15,20,0,11.9,119.9,68.716,9.1
2024,7,22,15,30,0,11.8,120.5,75.91,9
2024,7,22,15,40,0,11.4,120.7,106.472,8.5
2024,7,22,15,50,0,11.6,120.7,111.66,8.7
2024,7,22,16,0,0,11.9,121.1,97.566,9.1
2024,7,22,16,10,0,11,121.5,104.218,8.5
2024,7,22,16,20,0,10.2,121.2,73.516,8.1
2024,7,22,16,30,0,10,121.5,84.06,7.8
2024,7,22,16,40,0,10,121.5,115.942,7.7
2024,7,22,16,50,0,10,121.1,116.012,7.6
2024,7,22,17,0,0,9.9,121.4,119.734,7
2024,7,22,17,10,0,9.9,120.7,131.35,7.2
2024,7,22,17,20,0,10.3,120.4,121.862,7.3
2024,7,22,17,30,0,10.8,119.9,122.854,7.4
2024,7,22,17,40,0,11,119.5,113.2,7.4
2024,7,22,17,50,0,10.9,119.1,125.98,7.2
2024,7,22,18,0,0,11.4,118.7,136.166,7.3
2024,7,22,18,10,0,12,118.5,139.48,7.5
2024,7,22,18,20,0,12.6,118.3,161.09,7.4
2024,7,22,18,30,0,13.5,117.4,161.042,7.9
2024,7,22,18,40,0,13.7,116.7,141.914,8
2024,7,22,18,50,0,13.5,116.5,157.028,7.6
2024,7,22,19,0,0,13.5,115.8,176.462,7.3
2024,7,22,19,10,0,13.8,115.3,189.144,7.3
2024,7,22,19,20,0,15.2,114.5,214.504,7.6
2024,7,22,19,30,0,17.2,113.5,283.934,9.1
